,symbol,baseMean,HD.mean,Control.mean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000100577.14,GSTZ1,357.8104345,252.2298119,400.9045661,-0.723158806,0.153264346,-4.718375975,2.38E-06,0.000103684
ENSG00000172508.6,CARNS1,6390.438223,2123.924942,8131.872216,-1.504152121,0.3191116,-4.713561395,2.43E-06,0.000105837
ENSG00000251041.1,CTD-2275D24.1,4.022528773,1.536770872,5.037123835,-1.87486614,0.397753538,-4.713637868,2.43E-06,0.000105837
ENSG00000163605.10,PPP4R2,2102.052617,2690.677011,1861.797762,0.578671842,0.122847557,4.710487192,2.47E-06,0.000107067
ENSG00000172243.13,CLEC7A,137.7947128,228.9223448,100.599761,1.327196266,0.281751913,4.710513771,2.47E-06,0.000107067
ENSG00000259840.1,LA16c-380A1.1,69.53787956,46.09676212,79.1056826,-0.977421398,0.207508915,-4.71026219,2.47E-06,0.000107067
ENSG00000261568.1,RP11-524C21.2,34.49479723,57.10072748,25.26788693,1.175483063,0.249657812,4.708376858,2.50E-06,0.000107896
ENSG00000166523.3,CLEC4E,40.47255304,83.52153406,22.90154037,1.951231674,0.414650059,4.705731086,2.53E-06,0.000109137
ENSG00000266903.1,CTB-171A8.1,26.50671843,57.54222811,13.83916347,1.668717853,0.354678546,4.704873951,2.54E-06,0.000109429
ENSG00000034677.7,RNF19A,2286.270388,2732.656552,2104.071954,0.566651949,0.120495689,4.702674045,2.57E-06,0.000110276
ENSG00000163386.15,NBPF10,714.8502285,917.7603014,632.0297906,0.808706468,0.171956653,4.702967012,2.56E-06,0.000110276
ENSG00000163914.4,RHO,23.47469499,12.04469096,28.14000276,-1.274921691,0.271173909,-4.701490995,2.58E-06,0.000110707
ENSG00000177352.9,CCDC71,168.408863,128.6240228,184.6475732,-0.582420107,0.123886079,-4.701255473,2.59E-06,0.000110707
ENSG00000099622.9,CIRBP,10305.90546,7085.239575,11620.46297,-0.753963096,0.160452568,-4.698978043,2.61E-06,0.000111778
ENSG00000148175.8,STOM,3753.011993,5140.492593,3186.693381,0.943784545,0.200870436,4.698474125,2.62E-06,0.000111884
ENSG00000196935.4,SRGAP1,377.2158164,440.2529051,351.4863924,0.691976675,0.147328751,4.696820359,2.64E-06,0.000112622
ENSG00000085719.7,CPNE3,1311.752507,1611.620387,1189.357454,0.59859709,0.127542442,4.69331682,2.69E-06,0.000114395
ENSG00000122176.9,FMOD,154.9379591,344.6644843,77.49856111,1.559724124,0.332408426,4.692191903,2.70E-06,0.000114852
ENSG00000228630.1,HOTAIR,0.459602379,1.486493137,0.040463295,2.314334795,0.493442765,4.690178798,2.73E-06,0.000115813
ENSG00000042980.8,ADAM28,233.8780701,390.7355531,169.8546076,1.193104469,0.254536505,4.687360936,2.77E-06,0.000116889
ENSG00000131375.5,CAPN7,1023.076665,1241.462013,933.9397883,0.47734665,0.10183427,4.68748536,2.77E-06,0.000116889
ENSG00000144120.8,TMEM177,283.6151901,239.8091668,301.4951997,-0.508176138,0.108400282,-4.687959578,2.76E-06,0.000116889
ENSG00000225217.1,HSPA7,65.3237474,117.1879979,44.15466557,1.573561309,0.335867766,4.685062005,2.80E-06,0.000118031
ENSG00000141232.4,TOB1,1478.245387,1934.651292,1291.957262,0.806860966,0.172263275,4.683882646,2.81E-06,0.000118449
ENSG00000257135.1,RP11-320M2.1,24.72056377,16.21017061,28.19419364,-1.122922794,0.239750004,-4.683723775,2.82E-06,0.000118449
ENSG00000203711.6,C6orf99,5.99131074,10.16279721,4.288663201,1.371761699,0.292925493,4.682971372,2.83E-06,0.000118707
ENSG00000089356.12,FXYD3,77.84479566,110.5511772,64.49525219,1.040281202,0.222214692,4.681424035,2.85E-06,0.000119227
ENSG00000165125.13,TRPV6,573.2994054,396.4830368,645.4693518,-0.785399619,0.167789807,-4.680854191,2.86E-06,0.000119227
ENSG00000199053.1,MIR324,1.824944092,0.099077888,2.529379278,-2.259163201,0.482636546,-4.680878847,2.86E-06,0.000119227
ENSG00000242574.4,HLA-DMB,274.7256085,435.1983123,209.2265457,1.265746622,0.270371828,4.681503356,2.85E-06,0.000119227
ENSG00000105939.8,ZC3HAV1,412.5132652,514.8595998,370.7392511,0.683304766,0.145995503,4.68031379,2.86E-06,0.000119364
ENSG00000251405.2,CTB-109A12.1,24.39864345,7.384841577,31.34305238,-1.651272991,0.352859404,-4.67969104,2.87E-06,0.00011955
ENSG00000186951.12,PPARA,753.3063068,936.5583992,678.5095344,0.760131235,0.162559967,4.676005117,2.93E-06,0.000121537
ENSG00000078401.6,EDN1,412.6551673,626.9294183,325.1962894,1.094356865,0.234114117,4.674459109,2.95E-06,0.000122276
ENSG00000079335.13,CDC14A,221.3293671,310.4271099,184.9629414,1.017711618,0.217902961,4.670480897,3.00E-06,0.000124484
ENSG00000112146.11,FBXO9,2996.771517,2492.776419,3202.483802,-0.545735987,0.116872707,-4.669490426,3.02E-06,0.000124535
ENSG00000147853.11,AK3,2017.917957,2475.874146,1830.997063,0.530460965,0.113599836,4.669557513,3.02E-06,0.000124535
ENSG00000230316.2,FEZF1-AS1,13.83253124,18.13715043,12.07554381,1.489759814,0.319004359,4.670029648,3.01E-06,0.000124535
ENSG00000143179.7,UCK2,729.1173734,601.6894468,781.128772,-0.454345755,0.097365255,-4.666405415,3.07E-06,0.00012608
ENSG00000173451.2,THAP2,435.150017,576.3657514,377.5109417,0.708473373,0.151825937,4.66635272,3.07E-06,0.00012608
ENSG00000196569.7,LAMA2,615.2547534,818.2699946,532.3913896,0.654812462,0.140369764,4.664911047,3.09E-06,0.000126782
ENSG00000134755.10,DSC2,127.7292072,178.8476867,106.8645217,1.016002902,0.218005123,4.660454247,3.16E-06,0.000129369
ENSG00000101974.10,ATP11C,228.2423999,316.3668432,192.2732394,0.869312442,0.186571138,4.659415449,3.17E-06,0.000129834
ENSG00000159399.5,HK2,224.0943045,323.71929,183.4310451,1.124781001,0.24147022,4.658052665,3.19E-06,0.000130506
ENSG00000261829.1,RP11-223I10.1,259.418881,387.9788379,206.9454292,1.038214635,0.222932443,4.657081863,3.21E-06,0.000130932
ENSG00000101166.11,SLMO2,953.8603948,1188.157972,858.2287306,0.475562858,0.102152069,4.655440273,3.23E-06,0.000131597
ENSG00000129654.7,FOXJ1,123.8986863,185.506024,98.75283417,1.369548489,0.294167059,4.655682704,3.23E-06,0.000131597
ENSG00000187720.10,THSD4,438.7331875,814.1170791,285.5152726,1.248575765,0.268300973,4.653638605,3.26E-06,0.000132561
ENSG00000101608.6,MYL12A,1034.80568,1518.414575,837.4142944,0.798397773,0.171623531,4.652029755,3.29E-06,0.000133407
ENSG00000254561.2,RP11-196E1.3,121.6429464,65.04026972,144.7460797,-1.035015108,0.222551952,-4.65066739,3.31E-06,0.000134097
ENSG00000152229.14,PSTPIP2,44.37778942,63.7959064,36.45202739,1.021478798,0.21970512,4.649317219,3.33E-06,0.000134783
ENSG00000169045.13,HNRNPH1,6917.299616,8200.568178,6393.51653,0.45091672,0.097034358,4.646980009,3.37E-06,0.000136123
ENSG00000137267.5,TUBB2A,7121.552289,4771.201349,8080.879204,-0.768311799,0.16535795,-4.646355372,3.38E-06,0.000136339
ENSG00000144891.13,AGTR1,11.37796211,25.87330007,5.461497633,1.762389501,0.379431794,4.644812399,3.40E-06,0.000137165
ENSG00000204287.9,HLA-DRA,1389.668778,2149.828821,1079.399373,1.299122025,0.279782516,4.643328123,3.43E-06,0.000137957
ENSG00000092820.13,EZR,4072.955478,5711.181152,3404.291937,0.921685127,0.198516653,4.642860507,3.44E-06,0.000138072
ENSG00000164107.7,HAND2,3.978820552,11.10249529,1.071198209,2.198078688,0.473505816,4.642136619,3.45E-06,0.000138161
ENSG00000197747.4,S100A10,441.1058192,763.2857531,309.6038054,1.205411405,0.259665366,4.642172434,3.45E-06,0.000138161
ENSG00000215274.5,GAGE10,7.140797992,12.04433699,5.139353503,1.571468216,0.338625356,4.640728136,3.47E-06,0.00013888
ENSG00000243742.1,RPLP0P2,42.48197177,20.37219257,51.50637144,-1.316194768,0.283633561,-4.640476124,3.48E-06,0.00013888
ENSG00000137038.7,C9orf123,1112.386617,981.9842695,1165.612066,-0.357628072,0.077085471,-4.639370669,3.49E-06,0.000139426
ENSG00000132763.10,MMACHC,195.3609128,145.7737356,215.6005769,-0.589816264,0.127144594,-4.638940956,3.50E-06,0.000139518
ENSG00000150457.7,LATS2,204.016052,292.6313562,167.8465401,0.959898358,0.206960597,4.638073011,3.52E-06,0.000139709
ENSG00000257702.3,LBX2-AS1,17.13678728,34.19395614,10.17467753,1.478084043,0.318684005,4.6380867,3.52E-06,0.000139709
ENSG00000133704.5,IPO8,1523.29827,1710.998305,1446.68601,0.288164444,0.062147091,4.636813084,3.54E-06,0.000140364
ENSG00000182134.11,TDRKH,603.2062908,466.4878061,659.0097539,-0.565440757,0.121981296,-4.635470982,3.56E-06,0.000141079
ENSG00000164463.8,CREBRF,1470.684582,1781.453589,1343.840089,0.4517664,0.097493986,4.633787332,3.59E-06,0.000142032
ENSG00000103342.8,GSPT1,2972.063942,3424.069766,2787.571769,0.297655062,0.064253046,4.632543984,3.61E-06,0.000142486
ENSG00000254510.1,RP11-867G23.10,40.65690046,24.28799063,47.33808815,-1.208003991,0.260751311,-4.632782034,3.61E-06,0.000142486
ENSG00000230461.3,PROX1-AS1,91.86061806,57.34951366,105.9467831,-1.021503727,0.220566444,-4.6312744,3.63E-06,0.000143162
ENSG00000186564.5,FOXD2,24.33539102,59.66852809,9.913702424,1.890761014,0.408326266,4.630515286,3.65E-06,0.000143286
ENSG00000237004.3,ZNRF2P1,9.409768305,2.825536968,12.09720967,-1.651490948,0.356632358,-4.630793905,3.64E-06,0.000143286
ENSG00000113732.4,ATP6V0E1,1213.844955,1685.1799,1021.463345,0.74878932,0.161721229,4.630123845,3.65E-06,0.000143356
ENSG00000180155.14,LYNX1,8782.297694,6526.188651,9703.158528,-0.68304988,0.147543422,-4.629483771,3.67E-06,0.0001436
ENSG00000018280.12,SLC11A1,299.878433,376.4005297,268.6449242,1.415255793,0.305742025,4.628921375,3.68E-06,0.000143713
ENSG00000188428.12,BLOC1S5,193.9294611,237.7151594,176.0577474,0.516973556,0.111687665,4.628743509,3.68E-06,0.000143713
ENSG00000124749.12,COL21A1,261.2423472,325.9025533,234.8504264,0.814829772,0.176064762,4.628011667,3.69E-06,0.000143783
ENSG00000139289.9,PHLDA1,1406.630771,1795.531073,1247.895954,0.516150333,0.11152192,4.628241091,3.69E-06,0.000143783
ENSG00000170542.5,SERPINB9,615.283431,708.1915197,577.3617621,0.55328527,0.119557382,4.627780065,3.70E-06,0.000143783
ENSG00000239382.6,ALKBH6,264.5935778,202.1813583,290.0679532,-0.468647568,0.101304256,-4.626138965,3.73E-06,0.000144613
ENSG00000263069.1,CTD-2047H16.4,93.1955864,69.240189,102.9732996,-0.609034598,0.131654301,-4.626013672,3.73E-06,0.000144613
ENSG00000121578.8,B4GALT4,449.9579345,561.1858225,404.5587965,0.544175524,0.11766419,4.624818519,3.75E-06,0.000145187
ENSG00000153094.17,BCL2L11,222.6055753,269.8293697,203.3305572,0.582454293,0.125946354,4.624622123,3.75E-06,0.000145187
ENSG00000132357.9,CARD6,67.41957789,99.52464017,54.31547083,0.93265232,0.201704104,4.623863866,3.77E-06,0.000145318
ENSG00000204347.3,BTBD17,56.81978159,33.21203788,66.45559534,-1.120845879,0.242400801,-4.623936358,3.77E-06,0.000145318
ENSG00000196440.7,ARMCX4,1202.553888,1022.87077,1275.893936,-0.409892052,0.088710761,-4.620544887,3.83E-06,0.00014746
ENSG00000153208.12,MERTK,981.5847571,1378.000457,819.7824309,0.986113125,0.213498429,4.618830837,3.86E-06,0.00014848
ENSG00000167613.11,LAIR1,247.1744101,344.1779863,207.5811137,1.235515564,0.267514184,4.618504873,3.87E-06,0.000148509
ENSG00000140299.6,BNIP2,927.5783233,1145.315664,838.7059395,0.566917628,0.12282747,4.615560554,3.92E-06,0.000150425
ENSG00000269388.1,AC018755.16,26.97888678,15.07011771,31.83960885,-1.075705634,0.233187503,-4.613050095,3.97E-06,0.000152046
ENSG00000235944.3,ZNF815P,316.7629014,263.6045688,338.46018,-0.575737116,0.124895193,-4.609761998,4.03E-06,0.00015426
ENSG00000251372.1,LINC00499,96.11786361,164.9895895,68.0069551,1.374679327,0.298233216,4.609410532,4.04E-06,0.000154311
ENSG00000100997.14,ABHD12,3834.879352,3463.263202,3986.559414,-0.358037541,0.077683262,-4.608940607,4.05E-06,0.00015445
ENSG00000111783.8,RFX4,1023.452251,1248.665648,931.5284162,0.951416103,0.20650121,4.607314907,4.08E-06,0.000154907
ENSG00000155307.13,SAMSN1,84.54196641,135.7681742,63.63331015,1.116450759,0.242327404,4.607199775,4.08E-06,0.000154907
ENSG00000180479.9,ZNF571,216.8948388,255.451162,201.157564,0.477117719,0.10354691,4.607744621,4.07E-06,0.000154907
ENSG00000263812.1,LINC00908,2.858955389,6.642226633,1.314763045,1.974940297,0.428593459,4.607957158,4.07E-06,0.000154907
ENSG00000261452.1,RP11-509E16.1,2163.028668,1742.989908,2334.47306,-0.490598153,0.106507457,-4.60623289,4.10E-06,0.000155418
ENSG00000197256.6,KANK2,949.2041167,1528.784198,712.6408181,1.03063406,0.223808775,4.604976102,4.13E-06,0.000156149
ENSG00000100365.10,NCF4,82.90894859,124.9689512,65.7416006,1.165172087,0.253055791,4.604407907,4.14E-06,0.000156365
ENSG00000162496.4,DHRS3,743.9790473,1021.967185,630.5145016,0.84215046,0.182929779,4.603681621,4.15E-06,0.000156701
ENSG00000175782.7,SLC35E3,372.713325,305.7252912,400.0553796,-0.455154473,0.098885197,-4.602857526,4.17E-06,0.00015703
ENSG00000176105.9,YES1,800.8681576,1037.81593,704.1547811,0.678871986,0.147494754,4.602685634,4.17E-06,0.00015703
ENSG00000172578.7,KLHL6,38.12692737,60.22886885,29.10572677,1.274283287,0.276894312,4.602056563,4.18E-06,0.000157295
ENSG00000136732.10,GYPC,173.3172235,275.4126353,131.6456268,1.06479178,0.231484992,4.599830726,4.23E-06,0.000158772
